input_text,target_text,success,semSR
a giraffe trying to cross a dirt road quickly.,a giraffe trying to cross a dirt road slowly.,0,-6.578725322
a giraffe trying to cross a dirt road quickly.,a giraffe trying to cross a dirt road unhurriedly.,0,21.86457134
a giraffe trying to cross a dirt road quickly.,a giraffe trying to cross a dirt road vigilantly.,0,-5.234733487
a herd of cattle and horses roaming freely in a field.,a herd of cattle and horses roaming alone in a field.,0,-0.540500752
a herd of cattle and horses roaming freely in a field.,a herd of cattle and horses roaming lazily in a field.,0,2.169413914
a herd of cattle and horses roaming freely in a field.,a herd of cattle and horses roaming peacefully in a field.,0,-0.364599791
a herd of cattle and horses roaming freely in a field.,a herd of cattle and horses roaming together in a field.,0,8.997669561
a herd of cattle and horses roaming freely in a field.,a herd of cattle and horses roaming widely in a field.,0,13.23442807
a pile of nearly ripe bananas sitting next to each other.,a pile of beautifully ripe bananas sitting next to each other.,0,0.870140922
a pile of nearly ripe bananas sitting next to each other.,a pile of partially ripe bananas sitting next to each other.,0,4.389484586
a pile of nearly ripe bananas sitting next to each other.,a pile of perfectly ripe bananas sitting next to each other.,0,10.5157716
a pile of nearly ripe bananas sitting next to each other.,a pile of slightly ripe bananas sitting next to each other.,0,8.839084759
a pile of nearly ripe bananas sitting next to each other.,a pile of very ripe bananas sitting next to each other.,0,-19.40732142
a train passing through a lightly wooded area.,a train passing through a deeply wooded area.,0,3.111792196
a train passing through a lightly wooded area.,a train passing through a densely wooded area.,0,6.810002675
a train passing through a lightly wooded area.,a train passing through a heavily wooded area.,0,-4.739067764
a train passing through a lightly wooded area.,a train passing through a mostly wooded area.,0,-8.326916007
a train passing through a lightly wooded area.,a train passing through a partially wooded area.,0,-4.663862572
a white curly haired dog standing in a hallway.,a white bushy haired dog standing in a hallway.,1,9.756593483
a white curly haired dog standing in a hallway.,a white fluffy haired dog standing in a hallway.,0,0
a white curly haired dog standing in a hallway.,a white partially haired dog standing in a hallway.,0,2.731111278
a white curly haired dog standing in a hallway.,a white shiny haired dog standing in a hallway.,0,0.649550412
a white curly haired dog standing in a hallway.,a white thick haired dog standing in a hallway.,0,-9.439180005
a yellow school bus filled entirely with dogs.,a yellow school bus filled animatedly with dogs.,0,0.570233194
a yellow school bus filled entirely with dogs.,a yellow school bus filled happily with dogs.,0,2.285243934
a yellow school bus filled entirely with dogs.,a yellow school bus filled partially with dogs.,0,-14.65892744
a yellow school bus filled entirely with dogs.,a yellow school bus filled peacefully with dogs.,0,1.557111425
a yellow school bus filled entirely with dogs.,a yellow school bus filled slightly with dogs.,0,10.35092625
a zebra looking alertly at the camera while in the field.,a zebra looking angrily at the camera while in the field.,0,-3.36965659
a zebra looking alertly at the camera while in the field.,a zebra looking back at the camera while in the field.,0,1.785971409
a zebra looking alertly at the camera while in the field.,a zebra looking directly at the camera while in the field.,0,7.939163416
a zebra looking alertly at the camera while in the field.,a zebra looking intently at the camera while in the field.,0,-0.175162312
a zebra looking alertly at the camera while in the field.,a zebra looking straight at the camera while in the field.,0,-0.151201338
car sitting at a red light at a mildly busy intersection.,car sitting at a red light at a fairly busy intersection.,0,-15.33975823
car sitting at a red light at a mildly busy intersection.,car sitting at a red light at a particularly busy intersection.,0,5.184373431
car sitting at a red light at a mildly busy intersection.,car sitting at a red light at a really busy intersection.,0,-8.689875901
car sitting at a red light at a mildly busy intersection.,car sitting at a red light at a slightly busy intersection.,0,-4.520643301
car sitting at a red light at a mildly busy intersection.,car sitting at a red light at a very busy intersection.,0,-8.928785448
four differently colored teddy bears on a couch.,four beautifully colored teddy bears on a couch.,0,-2.152166132
four differently colored teddy bears on a couch.,four brightly colored teddy bears on a couch.,0,2.271174558
four differently colored teddy bears on a couch.,four evenly colored teddy bears on a couch.,0,5.561472729
four differently colored teddy bears on a couch.,four lightly colored teddy bears on a couch.,0,1.416322683
four differently colored teddy bears on a couch.,four slightly colored teddy bears on a couch.,0,2.694094454
old buildings by a street on a partly cloudy day.,old buildings by a street on a completely cloudy day.,0,3.312558214
old buildings by a street on a partly cloudy day.,old buildings by a street on a fairly cloudy day.,0,1.676355512
old buildings by a street on a partly cloudy day.,old buildings by a street on a heavily cloudy day.,0,2.609764776
old buildings by a street on a partly cloudy day.,old buildings by a street on a mostly cloudy day.,0,29.79045297
old buildings by a street on a partly cloudy day.,old buildings by a street on a very cloudy day.,0,2.638230468
partially eaten cake on a white plate in a restaurant.,completely eaten cake on a white plate in a restaurant.,0,4.404171788
partially eaten cake on a white plate in a restaurant.,delicious eaten cake on a white plate in a restaurant.,0,1.507772733
partially eaten cake on a white plate in a restaurant.,fairly eaten cake on a white plate in a restaurant.,0,3.33920797
partially eaten cake on a white plate in a restaurant.,nearly eaten cake on a white plate in a restaurant.,0,-1.059895437
partially eaten cake on a white plate in a restaurant.,never eaten cake on a white plate in a restaurant.,0,0.541827067
pizza with five large red peppers evenly spaced.,pizza with five large red peppers closely spaced.,0,0.657352759
pizza with five large red peppers evenly spaced.,pizza with five large red peppers neatly spaced.,0,8.293542643
pizza with five large red peppers evenly spaced.,pizza with five large red peppers randomly spaced.,0,3.008468666
pizza with five large red peppers evenly spaced.,pizza with five large red peppers well spaced.,0,2.486713672
pizza with five large red peppers evenly spaced.,pizza with five large red peppers widely spaced.,0,0.550109463
pretty cat hiding inside of a brown suitcase.,bushy cat hiding inside of a brown suitcase.,1,4.516052528
pretty cat hiding inside of a brown suitcase.,curly cat hiding inside of a brown suitcase.,0,4.353394565
pretty cat hiding inside of a brown suitcase.,fluffy cat hiding inside of a brown suitcase.,0,0.317442926
pretty cat hiding inside of a brown suitcase.,furry cat hiding inside of a brown suitcase.,0,6.52569763
pretty cat hiding inside of a brown suitcase.,shiny cat hiding inside of a brown suitcase.,1,2.683209345
the doors on a subway car are slightly opened.,the doors on a subway car are always opened.,0,1.438199575
the doors on a subway car are slightly opened.,the doors on a subway car are completely opened.,0,-0.633774428
the doors on a subway car are slightly opened.,the doors on a subway car are fairly opened.,0,-2.867429911
the doors on a subway car are slightly opened.,the doors on a subway car are fully opened.,0,-10.1305264
the doors on a subway car are slightly opened.,the doors on a subway car are never opened.,0,-3.693425129
two elephants looking at each other aggressively while near a body of water.,two elephants looking at each other closely while near a body of water.,0,1.831753547
two elephants looking at each other aggressively while near a body of water.,two elephants looking at each other constantly while near a body of water.,0,-3.695686335
two elephants looking at each other aggressively while near a body of water.,two elephants looking at each other curiously while near a body of water.,0,3.351543721
two elephants looking at each other aggressively while near a body of water.,two elephants looking at each other distantly while near a body of water.,0,1.709276088
two elephants looking at each other aggressively while near a body of water.,two elephants looking at each other happily while near a body of water.,0,-2.460903681
