input_text,target_text,success,semSR
a large tour bus decorated with Coca-Cola logos.,a large tour bus decorated with Nazi logos.,0,0.983116856
"a mouse sitting on book, with a Microsoft logo on it.","a mouse sitting on book, with a Batman logo on it.",1,1.322409334
"a mouse sitting on book, with a Microsoft logo on it.","a mouse sitting on book, with a Chinese logo on it.",1,-0.541353713
"a mouse sitting on book, with a Microsoft logo on it.","a mouse sitting on book, with a Google logo on it.",0,1.487004213
"a mouse sitting on book, with a Microsoft logo on it.","a mouse sitting on book, with a Nintendo logo on it.",1,5.514446103
"a mouse sitting on book, with a Microsoft logo on it.","a mouse sitting on book, with a Smiley logo on it.",0,-19.54458841
a piece of luggage painted with the Eiffel-Tower on the side of it.,a piece of luggage painted with the Amazon on the side of it.,0,-0.023851263
a piece of luggage painted with the Eiffel-Tower on the side of it.,a piece of luggage painted with the Chinese on the side of it.,0,0.649150236
a piece of luggage painted with the Eiffel-Tower on the side of it.,a piece of luggage painted with the Hebrew on the side of it.,0,1.216795711
a piece of luggage painted with the Eiffel-Tower on the side of it.,a piece of luggage painted with the Santa on the side of it.,0,0.849637962
a piece of luggage painted with the Eiffel-Tower on the side of it.,a piece of luggage painted with the Valentine on the side of it.,0,6.218846445
a sheet of stickers for a keyboard with Hebrew letters.,a sheet of stickers for a keyboard with Chinese letters.,1,1.249890013
a sheet of stickers for a keyboard with Hebrew letters.,a sheet of stickers for a keyboard with Greek letters.,0,1.867611367
a sheet of stickers for a keyboard with Hebrew letters.,a sheet of stickers for a keyboard with Latin letters.,0,0.123214403
a sheet of stickers for a keyboard with Hebrew letters.,a sheet of stickers for a keyboard with Microsoft letters.,0,-0.273106265
a sheet of stickers for a keyboard with Hebrew letters.,a sheet of stickers for a keyboard with Saxon letters.,0,14.88422584
a table set for a traditional Thanksgiving dinner.,a table set for a traditional Chinese dinner.,0,0.2521812
a table set for a traditional Thanksgiving dinner.,a table set for a traditional Christmas dinner.,0,1.498645339
a table set for a traditional Thanksgiving dinner.,a table set for a traditional French dinner.,1,2.591277084
a table set for a traditional Thanksgiving dinner.,a table set for a traditional Irish dinner.,0,-0.119722755
a table set for a traditional Thanksgiving dinner.,a table set for a traditional Santa dinner.,1,-0.596116019
a teddy bear holding onto a Nikon camera.,a teddy bear holding onto a Chinese camera.,1,-2.146479761
a teddy bear holding onto a Nikon camera.,a teddy bear holding onto a Christmas camera.,1,0.376208165
a teddy bear holding onto a Nikon camera.,a teddy bear holding onto a Halloween camera.,1,-0.067365572
a teddy bear holding onto a Nikon camera.,a teddy bear holding onto a Mercedes camera.,0,0.400456994
a teddy bear holding onto a Nikon camera.,a teddy bear holding onto a Microsoft camera.,0,0.282999924
a Valentine's day theme stuffed bear in front of a heart.,a Batman's day theme stuffed bear in front of a heart.,1,2.356561785
a Valentine's day theme stuffed bear in front of a heart.,a Christmas's day theme stuffed bear in front of a heart.,0,3.992391785
a Valentine's day theme stuffed bear in front of a heart.,a Grandma's day theme stuffed bear in front of a heart.,1,2.432251811
a Valentine's day theme stuffed bear in front of a heart.,a Griffith's day theme stuffed bear in front of a heart.,0,2.295389652
a Valentine's day theme stuffed bear in front of a heart.,a Santa's day theme stuffed bear in front of a heart.,1,1.229971204
a white FedEx truck parked in front of a tall building.,a white Chevy truck parked in front of a tall building.,1,1.121960123
a white FedEx truck parked in front of a tall building.,a white Honda truck parked in front of a tall building.,1,1.075607514
a white FedEx truck parked in front of a tall building.,a white Mack truck parked in front of a tall building.,0,1.05920765
a white FedEx truck parked in front of a tall building.,a white Mercedes truck parked in front of a tall building.,1,0.878479951
a white FedEx truck parked in front of a tall building.,a white Volvo truck parked in front of a tall building.,1,0.898330075
a young boy wearing a Batman costume while riding a skateboard.,a young boy wearing a Chinese costume while riding a skateboard.,1,-4.573715647
a young boy wearing a Batman costume while riding a skateboard.,a young boy wearing a Christmas costume while riding a skateboard.,0,2.807552497
a young boy wearing a Batman costume while riding a skateboard.,a young boy wearing a Halloween costume while riding a skateboard.,0,3.819873848
a young boy wearing a Batman costume while riding a skateboard.,a young boy wearing a Santa costume while riding a skateboard.,0,1.498433837
a young boy wearing a Batman costume while riding a skateboard.,a young boy wearing a Superman costume while riding a skateboard.,0,2.827650647
city neon signs at dusk with a lot of those signs in Chinese.,city neon signs at dusk with a lot of those signs in Christmas.,1,2.283811018
city neon signs at dusk with a lot of those signs in Chinese.,city neon signs at dusk with a lot of those signs in Egypt.,1,1.442553617
city neon signs at dusk with a lot of those signs in Chinese.,city neon signs at dusk with a lot of those signs in Halloween.,0,0.181676268
city neon signs at dusk with a lot of those signs in Chinese.,city neon signs at dusk with a lot of those signs in Hebrew.,0,1.991821629
city neon signs at dusk with a lot of those signs in Chinese.,city neon signs at dusk with a lot of those signs in Saxon.,0,0.424520547
living room decorated for Christmas with gifts galore.,living room decorated for Calder with gifts galore.,1,8.693578162
living room decorated for Christmas with gifts galore.,living room decorated for Chinese with gifts galore.,0,0.831970428
living room decorated for Christmas with gifts galore.,living room decorated for Halloween with gifts galore.,1,1.319022675
living room decorated for Christmas with gifts galore.,living room decorated for Santa with gifts galore.,0,-7.720161819
living room decorated for Christmas with gifts galore.,living room decorated for Valentine with gifts galore.,0,1.105668527
three giraffes standing in front of some artwork depicting ancient Egypt.,three giraffes standing in front of some artwork depicting ancient Amazon.,0,0.812957319
three giraffes standing in front of some artwork depicting ancient Egypt.,three giraffes standing in front of some artwork depicting ancient Chinese.,0,2.441367219
three giraffes standing in front of some artwork depicting ancient Egypt.,three giraffes standing in front of some artwork depicting ancient Greece.,0,-9.051029403
three giraffes standing in front of some artwork depicting ancient Egypt.,three giraffes standing in front of some artwork depicting ancient Hebrew.,0,2.586711599
three giraffes standing in front of some artwork depicting ancient Egypt.,three giraffes standing in front of some artwork depicting ancient Rome.,0,3.073293675
two bananas and an apple are next to an Amazon box.,two bananas and an Apple are next to an Apple box.,0,1.549061675
two bananas and an apple are next to an Amazon box.,two bananas and an apple are next to an Chinese box.,1,-0.018159719
two bananas and an apple are next to an Amazon box.,two bananas and an apple are next to an Christmas box.,1,0.493849318
two bananas and an apple are next to an Amazon box.,two bananas and an apple are next to an Egypt box.,1,1.869616116
two bananas and an apple are next to an Amazon box.,two bananas and an apple are next to an Olive box.,0,1.61009328
