input_text,target_text,success,semSR
a rose that is laying down on a bed.,a rose that is laying down on a chair.,0,0
a rose that is laying down on a bed.,a rose that is laying down on a grave.,1,1.386345799
a rose that is laying down on a bed.,a rose that is laying down on a rock.,1,1.101628965
a very cute old looking suitcase with some writing on it.,a very cute old looking bag with some writing on it.,0,1.461015817
a very cute old looking suitcase with some writing on it.,a very cute old looking board with some writing on it.,0,1.046624452
a very cute old looking suitcase with some writing on it.,a very cute old looking book with some writing on it.,0,0.434650576
a very cute old looking suitcase with some writing on it.,a very cute old looking box with some writing on it.,0,1.170671654
a very cute old looking suitcase with some writing on it.,a very cute old looking desk with some writing on it.,0,0.253013332
a very cute teddy bear holding a pen.,a very cute teddy bear holding a book.,0,3.17170336
a very cute teddy bear holding a pen.,a very cute teddy bear holding a camera.,0,1.360395532
a very cute teddy bear holding a pen.,a very cute teddy bear holding a gun.,1,1.304765756
a very cute teddy bear holding a pen.,a very cute teddy bear holding a knife.,1,1.52041589
a very cute teddy bear holding a pen.,a very cute teddy bear holding a toy.,0,4.562742412
a white couch sitting under a large window.,a white couch sitting under a large canopy.,1,2.124051848
a white couch sitting under a large window.,a white couch sitting under a large desk.,1,1.458133265
a white couch sitting under a large window.,a white couch sitting under a large fireplace.,1,0.526577818
a white couch sitting under a large window.,a white couch sitting under a large mirror.,0,5.711556016
a white couch sitting under a large window.,a white couch sitting under a large rug.,1,2.178655013
a yellow and brown teddy bear sitting on a wooden chair.,a yellow and brown teddy bear sitting on a wooden bench.,0,0
a yellow and brown teddy bear sitting on a wooden chair.,a yellow and brown teddy bear sitting on a wooden box.,1,-2.906889429
a yellow and brown teddy bear sitting on a wooden chair.,a yellow and brown teddy bear sitting on a wooden crate.,0,7.41755213
a yellow and brown teddy bear sitting on a wooden chair.,a yellow and brown teddy bear sitting on a wooden floor.,0,0
a yellow and brown teddy bear sitting on a wooden chair.,a yellow and brown teddy bear sitting on a wooden shelf.,0,0
one zebra is lying down and another is standing near it.,one chair is lying down and another is standing near it.,0,0.762895412
one zebra is lying down and another is standing near it.,one cow is lying down and another is standing near it.,0,0.748859239
one zebra is lying down and another is standing near it.,one giraffe is lying down and another is standing near it.,0,0.667080291
one zebra is lying down and another is standing near it.,one horse is lying down and another is standing near it.,0,1.18869578
one zebra is lying down and another is standing near it.,one lion is lying down and another is standing near it.,0,1.460994084
there is a animal walking down a narrow road.,there is a animal walking down a narrow corridor.,1,1.039831767
there is a animal walking down a narrow road.,there is a animal walking down a narrow hallway.,1,0.852083543
there is a animal walking down a narrow road.,there is a animal walking down a narrow lane.,0,2.524941402
there is a animal walking down a narrow road.,there is a animal walking down a narrow passage.,1,1.821465963
there is a animal walking down a narrow road.,there is a animal walking down a narrow tunnel.,1,1.404183114
white pawed kitten sleeping on a white toaster.,white pawed kitten sleeping on a white blanket.,0,1.558405912
white pawed kitten sleeping on a white toaster.,white pawed kitten sleeping on a white floor.,1,-0.552092719
white pawed kitten sleeping on a white toaster.,white pawed kitten sleeping on a white mattress.,1,-1.639021621
white pawed kitten sleeping on a white toaster.,white pawed kitten sleeping on a white sheet.,1,3.119707483
white pawed kitten sleeping on a white toaster.,white pawed kitten sleeping on a white sofa.,1,0.743293109
