input_text,target_text,success,semSR
six candles are sticking out of a blue cake.,three candles are sticking out of a blue cake.,0,-3.370075389
six candles are sticking out of a blue cake.,two candles are sticking out of a blue cake.,0,-0.892184429
there are nine fighter planes in a row in this picture.,there are five fighter planes in a row in this picture.,0,-0.043727346
there are nine fighter planes in a row in this picture.,there are four fighter planes in a row in this picture.,0,-5.597370196
there are nine fighter planes in a row in this picture.,there are six fighter planes in a row in this picture.,0,-19.67152962
there are nine fighter planes in a row in this picture.,there are three fighter planes in a row in this picture.,0,-11.58315167
there are nine fighter planes in a row in this picture.,there are two fighter planes in a row in this picture.,0,1.928631005
there are two zebras grazing side by side.,there are five zebras grazing side by side.,0,-0.271251146
there are two zebras grazing side by side.,there are four zebras grazing side by side.,0,4.283436838
there are two zebras grazing side by side.,there are seven zebras grazing side by side.,0,-1.267093321
there are two zebras grazing side by side.,there are six zebras grazing side by side.,0,3.497888796
there are two zebras grazing side by side.,there are three zebras grazing side by side.,0,5.052588538
this pizza is cut into eight equal slices.,this pizza is cut into five equal slices.,0,10.38492595
this pizza is cut into eight equal slices.,this pizza is cut into four equal slices.,0,8.492033492
this pizza is cut into eight equal slices.,this pizza is cut into six equal slices.,0,13.7226063
this pizza is cut into eight equal slices.,this pizza is cut into three equal slices.,0,-0.297232475
this pizza is cut into eight equal slices.,this pizza is cut into two equal slices.,0,15.10472835
three birds are looking around while on the ground.,five birds are looking around while on the ground.,1,1.329305407
three birds are looking around while on the ground.,four birds are looking around while on the ground.,0,20.21696849
three birds are looking around while on the ground.,seven birds are looking around while on the ground.,1,2.548235682
three birds are looking around while on the ground.,six birds are looking around while on the ground.,1,1.043577317
three birds are looking around while on the ground.,two birds are looking around while on the ground.,0,0.67536854
three traffic lights hanging off a pole and some buildings.,five traffic lights hanging off a pole and some buildings.,0,-24.19515164
three traffic lights hanging off a pole and some buildings.,four traffic lights hanging off a pole and some buildings.,0,17.88419218
three traffic lights hanging off a pole and some buildings.,one traffic lights hanging off a pole and some buildings.,0,3.264369926
three traffic lights hanging off a pole and some buildings.,six traffic lights hanging off a pole and some buildings.,0,-9.270615288
three traffic lights hanging off a pole and some buildings.,two traffic lights hanging off a pole and some buildings.,0,-6.935159965
two ducks are swimming outdoors in the water.,five ducks are swimming outdoors in the water.,0,1.310281225
two ducks are swimming outdoors in the water.,four ducks are swimming outdoors in the water.,0,14.76411919
two ducks are swimming outdoors in the water.,seven ducks are swimming outdoors in the water.,1,1.461017351
two ducks are swimming outdoors in the water.,six ducks are swimming outdoors in the water.,1,0.0486831
two ducks are swimming outdoors in the water.,three ducks are swimming outdoors in the water.,0,-0.104189015
two giraffes in a zoo look at their surroundings.,five giraffes in a zoo look at their surroundings.,0,0.206258648
two giraffes in a zoo look at their surroundings.,four giraffes in a zoo look at their surroundings.,1,0.494071937
two giraffes in a zoo look at their surroundings.,seven giraffes in a zoo look at their surroundings.,0,0.883475782
two giraffes in a zoo look at their surroundings.,six giraffes in a zoo look at their surroundings.,1,6.117796634
two giraffes in a zoo look at their surroundings.,three giraffes in a zoo look at their surroundings.,0,-0.20451273
