input_text,target_text,success,semSR
a polar bear walking on some rocks .,a polar bear sleeping on some rocks.,1,1.451719755
a polar bear walking on some rocks .,a polar bear standing on some rocks.,0,1.247652185
a white and black bird captured in flight.,a white and black bird flying in flight.,0,6.982864105
a white and black bird captured in flight.,a white and black bird hiding in flight.,0,-6.193354872
a white and black bird captured in flight.,a white and black bird sitting in flight.,0,3.489246285
a white and black bird captured in flight.,a white and black bird sleeping in flight.,0,1.605056378
a white and black bird captured in flight.,a white and black bird swooping in flight.,0,3.010829846
pretty cat hiding inside of a brown suitcase.,pretty cat eating inside of a brown suitcase.,1,1.602562421
pretty cat hiding inside of a brown suitcase.,pretty cat lying inside of a brown suitcase.,0,2.828691946
pretty cat hiding inside of a brown suitcase.,pretty cat sitting inside of a brown suitcase.,0,13.86724379
pretty cat hiding inside of a brown suitcase.,pretty cat sleeping inside of a brown suitcase.,1,0.288732278
pretty cat hiding inside of a brown suitcase.,pretty cat watching inside of a brown suitcase.,0,10.37356979
white teddy bear filming himself through a mirror.,white teddy bear appraising himself through a mirror.,0,5.525443215
white teddy bear filming himself through a mirror.,white teddy bear examining himself through a mirror.,0,-3.005435516
white teddy bear filming himself through a mirror.,white teddy bear painting himself through a mirror.,1,0.831576322
white teddy bear filming himself through a mirror.,white teddy bear rubbing himself through a mirror.,0,1.234707123
white teddy bear filming himself through a mirror.,white teddy bear watching himself through a mirror.,0,6.743403012
